NUTS,Location,Year,Company Type,Number of Companies,Productivity
NUTS III,Alentejo Central,2011,Manufacturing,1064,26513.8
NUTS III,Algarve,2011,Manufacturing,1894,12711.7
NUTS I,Portugal Continental,2012,Mining and quarrying,1133,47078.6
NUTS III,Alto Minho,2012,Mining and quarrying,59,16684
NUTS III,Cávado,2012,Mining and quarrying,43,16684
NUTS III,Ave,2012,Mining and quarrying,47,16684
NUTS III,Área Metropolitana do Porto,2012,Mining and quarrying,40,16684
NUTS III,Alto Tâmega,2012,Mining and quarrying,48,16684
NUTS III,Tâmega e Sousa,2012,Mining and quarrying,77,16684
NUTS III,Douro,2012,Mining and quarrying,42,16684
NUTS III,Terras de Trás-os-Montes,2012,Mining and quarrying,13,16684
NUTS III,Oeste,2012,Mining and quarrying,78,30520.3
NUTS III,Região de Aveiro,2012,Mining and quarrying,33,30520.3
NUTS III,Região de Coimbra,2012,Mining and quarrying,59,30520.3
NUTS III,Região de Leiria,2012,Mining and quarrying,159,30520.3
NUTS III,Viseu Dão Lafões,2012,Mining and quarrying,44,30520.3
NUTS III,Beira Baixa,2012,Mining and quarrying,3,30520.3
NUTS III,Médio Tejo,2012,Mining and quarrying,14,30520.3
NUTS III,Beiras e Serra da Estrela,2012,Mining and quarrying,43,30520.3
NUTS III,Área Metropolitana de Lisboa,2012,Mining and quarrying,108,28957.5
NUTS III,Alentejo Litoral,2012,Mining and quarrying,10,29978.5
NUTS III,Baixo Alentejo,2012,Mining and quarrying,8,172000.4
NUTS III,Lezíria do Tejo,2012,Mining and quarrying,86,39635.3
NUTS III,Alto Alentejo,2012,Mining and quarrying,12,13745.1
NUTS III,Alentejo Central,2012,Mining and quarrying,58,22254.5
NUTS III,Algarve,2012,Mining and quarrying,49,19947
NUTS I,Portugal Continental,2012,Construction,84238,17660.2
NUTS III,Alto Minho,2012,Construction,3635,11931.2
NUTS III,Cávado,2012,Construction,4048,17147.7
NUTS III,Ave,2012,Construction,3000,15231
NUTS III,Área Metropolitana do Porto,2012,Construction,11132,21980.2
NUTS III,Alto Tâmega,2012,Construction,821,12847.5
NUTS III,Tâmega e Sousa,2012,Construction,3991,13353.6
NUTS III,Douro,2012,Construction,1624,13489.5
NUTS III,Terras de Trás-os-Montes,2012,Construction,1083,11913.3
NUTS III,Oeste,2012,Construction,3841,11241.1
NUTS III,Região de Aveiro,2012,Construction,3832,11262.2
NUTS III,Região de Coimbra,2012,Construction,4825,13228.5
NUTS III,Região de Leiria,2012,Construction,4315,19199.5
NUTS III,Viseu Dão Lafões,2012,Construction,2818,13947.9
NUTS III,Beira Baixa,2012,Construction,877,19657.6
NUTS III,Médio Tejo,2012,Construction,2602,13115.5
NUTS III,Beiras e Serra da Estrela,2012,Construction,2265,12128.2
NUTS III,Área Metropolitana de Lisboa,2012,Construction,19040,23328.3
NUTS III,Alentejo Litoral,2012,Construction,772,13444.5
NUTS III,Baixo Alentejo,2012,Construction,765,10016.1
NUTS III,Lezíria do Tejo,2012,Construction,1597,11957.4
NUTS III,Alto Alentejo,2012,Construction,677,11057.1
NUTS III,Alentejo Central,2012,Construction,1181,10193.1
NUTS III,Algarve,2012,Construction,5497,9952.1
NUTS I,Portugal Continental,2012,Human health and social work activities,79049,18590
NUTS III,Alto Minho,2012,Human health and social work activities,1561,16467.2
NUTS III,Cávado,2012,Human health and social work activities,2858,19691.1
NUTS III,Ave,2012,Human health and social work activities,2565,14640.7
NUTS III,Área Metropolitana do Porto,2012,Human health and social work activities,16817,19139.8
NUTS III,Alto Tâmega,2012,Human health and social work activities,409,12859.4
NUTS III,Tâmega e Sousa,2012,Human health and social work activities,1819,12515.4
NUTS III,Douro,2012,Human health and social work activities,1109,13460.7
NUTS III,Terras de Trás-os-Montes,2012,Human health and social work activities,715,13686.9
NUTS III,Oeste,2012,Human health and social work activities,1871,13973.8
NUTS III,Região de Aveiro,2012,Human health and social work activities,2190,16345.8
NUTS III,Região de Coimbra,2012,Human health and social work activities,4943,18129.2
NUTS III,Região de Leiria,2012,Human health and social work activities,1803,15602.9
NUTS III,Viseu Dão Lafões,2012,Human health and social work activities,1724,14743.8
NUTS III,Beira Baixa,2012,Human health and social work activities,474,13929.6
NUTS III,Médio Tejo,2012,Human health and social work activities,1385,13713.9
NUTS III,Beiras e Serra da Estrela,2012,Human health and social work activities,1233,13210.5
NUTS III,Área Metropolitana de Lisboa,2012,Human health and social work activities,28330,21202.6
NUTS III,Alentejo Litoral,2012,Human health and social work activities,446,10957
NUTS III,Baixo Alentejo,2012,Human health and social work activities,556,12023.8
NUTS III,Lezíria do Tejo,2012,Human health and social work activities,1309,13438.1
NUTS III,Alto Alentejo,2012,Human health and social work activities,608,12280.5
NUTS III,Alentejo Central,2012,Human health and social work activities,1095,14753.1
NUTS III,Algarve,2012,Human health and social work activities,3229,16992.7
NUTS I,Portugal Continental,2012,"Agriculture, farming, hunting, forestry and fishing",49191,10675.6
NUTS III,Alto Minho,2012,"Agriculture, farming, hunting, forestry and fishing",963,8856.7
NUTS III,Cávado,2012,"Agriculture, farming, hunting, forestry and fishing",1526,11071.7
NUTS III,Ave,2012,"Agriculture, farming, hunting, forestry and fishing",739,10505.5
NUTS III,Área Metropolitana do Porto,2012,"Agriculture, farming, hunting, forestry and fishing",3236,10518.5
NUTS III,Alto Tâmega,2012,"Agriculture, farming, hunting, forestry and fishing",610,7240
NUTS III,Tâmega e Sousa,2012,"Agriculture, farming, hunting, forestry and fishing",1175,5315.9
NUTS III,Douro,2012,"Agriculture, farming, hunting, forestry and fishing",2982,7693.8
NUTS III,Terras de Trás-os-Montes,2012,"Agriculture, farming, hunting, forestry and fishing",1347,8368.7
NUTS III,Oeste,2012,"Agriculture, farming, hunting, forestry and fishing",4295,14425
NUTS III,Região de Aveiro,2012,"Agriculture, farming, hunting, forestry and fishing",1712,15351.5
NUTS III,Região de Coimbra,2012,"Agriculture, farming, hunting, forestry and fishing",1822,11370.3
NUTS III,Região de Leiria,2012,"Agriculture, farming, hunting, forestry and fishing",1146,14273.2
NUTS III,Viseu Dão Lafões,2012,"Agriculture, farming, hunting, forestry and fishing",1269,10470.8
NUTS III,Beira Baixa,2012,"Agriculture, farming, hunting, forestry and fishing",767,4345.7
NUTS III,Médio Tejo,2012,"Agriculture, farming, hunting, forestry and fishing",981,19642.3
NUTS III,Beiras e Serra da Estrela,2012,"Agriculture, farming, hunting, forestry and fishing",1717,5874.5
NUTS III,Área Metropolitana de Lisboa,2012,"Agriculture, farming, hunting, forestry and fishing",4991,12886.7
NUTS III,Alentejo Litoral,2012,"Agriculture, farming, hunting, forestry and fishing",2537,11825.6
NUTS III,Baixo Alentejo,2012,"Agriculture, farming, hunting, forestry and fishing",3413,8709.9
NUTS III,Lezíria do Tejo,2012,"Agriculture, farming, hunting, forestry and fishing",3102,12733.3
NUTS III,Alto Alentejo,2012,"Agriculture, farming, hunting, forestry and fishing",1965,5098.2
NUTS III,Alentejo Central,2012,"Agriculture, farming, hunting, forestry and fishing",3271,6126.2
NUTS III,Algarve,2012,"Agriculture, farming, hunting, forestry and fishing",3625,9087.6
NUTS I,Portugal Continental,2012,Manufacturing,65755,25336.4
NUTS III,Alto Minho,2012,Manufacturing,1590,29450
NUTS III,Cávado,2012,Manufacturing,4481,17513.5
NUTS III,Ave,2012,Manufacturing,5134,20353.2
NUTS III,Área Metropolitana do Porto,2012,Manufacturing,14784,23759.8
NUTS III,Alto Tâmega,2012,Manufacturing,472,20174
NUTS III,Tâmega e Sousa,2012,Manufacturing,4596,13524.2
NUTS III,Douro,2012,Manufacturing,996,18271.3
NUTS III,Terras de Trás-os-Montes,2012,Manufacturing,640,20944.2
NUTS III,Oeste,2012,Manufacturing,2574,20528.1
NUTS III,Região de Aveiro,2012,Manufacturing,3392,27709.1
NUTS III,Região de Coimbra,2012,Manufacturing,2506,35902.6
NUTS III,Região de Leiria,2012,Manufacturing,3108,26164.8
NUTS III,Viseu Dão Lafões,2012,Manufacturing,1467,25491.7
NUTS III,Beira Baixa,2012,Manufacturing,517,25159.8
NUTS III,Médio Tejo,2012,Manufacturing,1597,23831.8
NUTS III,Beiras e Serra da Estrela,2012,Manufacturing,1343,16329.3
NUTS III,Área Metropolitana de Lisboa,2012,Manufacturing,10713,41375.8
NUTS III,Alentejo Litoral,2012,Manufacturing,413,9132
NUTS III,Baixo Alentejo,2012,Manufacturing,661,15994.2
NUTS III,Lezíria do Tejo,2012,Manufacturing,1365,25937.2
NUTS III,Alto Alentejo,2012,Manufacturing,584,11733.9
NUTS III,Alentejo Central,2012,Manufacturing,1031,23019.5
NUTS III,Algarve,2012,Manufacturing,1791,12223.9
NUTS I,Portugal Continental,2013,Mining and quarrying,1117,45166.7
NUTS III,Alto Minho,2013,Mining and quarrying,58,16126.9
NUTS III,Cávado,2013,Mining and quarrying,38,16126.9
NUTS III,Ave,2013,Mining and quarrying,45,16126.9
NUTS III,Área Metropolitana do Porto,2013,Mining and quarrying,43,16126.9
NUTS III,Alto Tâmega,2013,Mining and quarrying,48,16126.9
NUTS III,Tâmega e Sousa,2013,Mining and quarrying,76,16126.9
NUTS III,Douro,2013,Mining and quarrying,39,16126.9
NUTS III,Terras de Trás-os-Montes,2013,Mining and quarrying,13,16126.9
NUTS III,Oeste,2013,Mining and quarrying,78,28319.1
NUTS III,Região de Aveiro,2013,Mining and quarrying,32,28319.1
NUTS III,Região de Coimbra,2013,Mining and quarrying,60,28319.1
NUTS III,Região de Leiria,2013,Mining and quarrying,162,28319.1
NUTS III,Viseu Dão Lafões,2013,Mining and quarrying,42,28319.1
NUTS III,Beira Baixa,2013,Mining and quarrying,3,28319.1
NUTS III,Médio Tejo,2013,Mining and quarrying,12,28319.1
NUTS III,Beiras e Serra da Estrela,2013,Mining and quarrying,41,28319.1
NUTS III,Área Metropolitana de Lisboa,2013,Mining and quarrying,95,42230
NUTS III,Alentejo Litoral,2013,Mining and quarrying,12,22055.1
NUTS III,Baixo Alentejo,2013,Mining and quarrying,8,146201.5
NUTS III,Lezíria do Tejo,2013,Mining and quarrying,100,41105.9
NUTS III,Alto Alentejo,2013,Mining and quarrying,13,17109
NUTS III,Alentejo Central,2013,Mining and quarrying,56,20418.3
NUTS III,Algarve,2013,Mining and quarrying,43,19250.3
NUTS I,Portugal Continental,2013,Construction,78355,17899.3
NUTS III,Alto Minho,2013,Construction,3508,12300.3
NUTS III,Cávado,2013,Construction,3804,18584.6
NUTS III,Ave,2013,Construction,2820,15740.5
NUTS III,Área Metropolitana do Porto,2013,Construction,10413,21158.3
NUTS III,Alto Tâmega,2013,Construction,771,13144.6
NUTS III,Tâmega e Sousa,2013,Construction,3758,14828.5
NUTS III,Douro,2013,Construction,1549,13258.2
NUTS III,Terras de Trás-os-Montes,2013,Construction,970,10353.7
NUTS III,Oeste,2013,Construction,3511,12417.3
NUTS III,Região de Aveiro,2013,Construction,3551,11181.2
NUTS III,Região de Coimbra,2013,Construction,4485,13968.4
NUTS III,Região de Leiria,2013,Construction,4054,12693.6
NUTS III,Viseu Dão Lafões,2013,Construction,2718,14416.6
NUTS III,Beira Baixa,2013,Construction,815,13127.8
NUTS III,Médio Tejo,2013,Construction,2349,13622.7
NUTS III,Beiras e Serra da Estrela,2013,Construction,2102,10431.1
NUTS III,Área Metropolitana de Lisboa,2013,Construction,17495,24656.1
NUTS III,Alentejo Litoral,2013,Construction,721,14150.4
NUTS III,Baixo Alentejo,2013,Construction,708,11600.4
NUTS III,Lezíria do Tejo,2013,Construction,1483,12687.5
NUTS III,Alto Alentejo,2013,Construction,646,11353.7
NUTS III,Alentejo Central,2013,Construction,1145,10774.8
NUTS III,Algarve,2013,Construction,4979,11031.7
NUTS I,Portugal Continental,2013,Human health and social work activities,78630,18643.7
NUTS III,Alto Minho,2013,Human health and social work activities,1582,15459
NUTS III,Cávado,2013,Human health and social work activities,2901,21803.7
NUTS III,Ave,2013,Human health and social work activities,2585,13986.5
NUTS III,Área Metropolitana do Porto,2013,Human health and social work activities,16652,19000.5
NUTS III,Alto Tâmega,2013,Human health and social work activities,429,12876.2
NUTS III,Tâmega e Sousa,2013,Human health and social work activities,1850,12398.3
NUTS III,Douro,2013,Human health and social work activities,1051,13831
NUTS III,Terras de Trás-os-Montes,2013,Human health and social work activities,675,13399.9
NUTS III,Oeste,2013,Human health and social work activities,1919,13125.3
NUTS III,Região de Aveiro,2013,Human health and social work activities,2218,15727.4
NUTS III,Região de Coimbra,2013,Human health and social work activities,4989,17340.9
NUTS III,Região de Leiria,2013,Human health and social work activities,1824,15621
NUTS III,Viseu Dão Lafões,2013,Human health and social work activities,1741,14743.2
NUTS III,Beira Baixa,2013,Human health and social work activities,493,13109.8
NUTS III,Médio Tejo,2013,Human health and social work activities,1384,13112.8
NUTS III,Beiras e Serra da Estrela,2013,Human health and social work activities,1229,14045.4
NUTS III,Área Metropolitana de Lisboa,2013,Human health and social work activities,27990,21502.6
NUTS III,Alentejo Litoral,2013,Human health and social work activities,439,10065.6
NUTS III,Baixo Alentejo,2013,Human health and social work activities,571,10715.1
NUTS III,Lezíria do Tejo,2013,Human health and social work activities,1302,13377.4
NUTS III,Alto Alentejo,2013,Human health and social work activities,577,13000.6
NUTS III,Alentejo Central,2013,Human health and social work activities,1076,14164
NUTS III,Algarve,2013,Human health and social work activities,3153,16574.6
NUTS I,Portugal Continental,2013,"Agriculture, farming, hunting, forestry and fishing",96673,7587.4
NUTS III,Alto Minho,2013,"Agriculture, farming, hunting, forestry and fishing",4287,3273.7
NUTS III,Cávado,2013,"Agriculture, farming, hunting, forestry and fishing",2915,7744.6
NUTS III,Ave,2013,"Agriculture, farming, hunting, forestry and fishing",1704,4808.1
NUTS III,Área Metropolitana do Porto,2013,"Agriculture, farming, hunting, forestry and fishing",5548,8552.5
NUTS III,Alto Tâmega,2013,"Agriculture, farming, hunting, forestry and fishing",4058,4808.1
NUTS III,Tâmega e Sousa,2013,"Agriculture, farming, hunting, forestry and fishing",3451,4808.1
NUTS III,Douro,2013,"Agriculture, farming, hunting, forestry and fishing",12480,3651
NUTS III,Terras de Trás-os-Montes,2013,"Agriculture, farming, hunting, forestry and fishing",7573,4808.1
NUTS III,Oeste,2013,"Agriculture, farming, hunting, forestry and fishing",6231,12356.6
NUTS III,Região de Aveiro,2013,"Agriculture, farming, hunting, forestry and fishing",3460,10905.7
NUTS III,Região de Coimbra,2013,"Agriculture, farming, hunting, forestry and fishing",4541,7232.5
NUTS III,Região de Leiria,2013,"Agriculture, farming, hunting, forestry and fishing",1657,10684.6
NUTS III,Viseu Dão Lafões,2013,"Agriculture, farming, hunting, forestry and fishing",3972,5243.1
NUTS III,Beira Baixa,2013,"Agriculture, farming, hunting, forestry and fishing",981,5616.3
NUTS III,Médio Tejo,2013,"Agriculture, farming, hunting, forestry and fishing",1264,12061.9
NUTS III,Beiras e Serra da Estrela,2013,"Agriculture, farming, hunting, forestry and fishing",4532,3557.3
NUTS III,Área Metropolitana de Lisboa,2013,"Agriculture, farming, hunting, forestry and fishing",6781,9602.1
NUTS III,Alentejo Litoral,2013,"Agriculture, farming, hunting, forestry and fishing",2801,12642.5
NUTS III,Baixo Alentejo,2013,"Agriculture, farming, hunting, forestry and fishing",4230,9185.3
NUTS III,Lezíria do Tejo,2013,"Agriculture, farming, hunting, forestry and fishing",3731,10298.3
NUTS III,Alto Alentejo,2013,"Agriculture, farming, hunting, forestry and fishing",2473,6109.2
NUTS III,Alentejo Central,2013,"Agriculture, farming, hunting, forestry and fishing",3635,7299.1
NUTS III,Algarve,2013,"Agriculture, farming, hunting, forestry and fishing",4368,9125.7
NUTS I,Portugal Continental,2013,Manufacturing,64763,26388.2
NUTS III,Alto Minho,2013,Manufacturing,1624,30158.1
NUTS III,Cávado,2013,Manufacturing,4466,18645.2
NUTS III,Ave,2013,Manufacturing,5128,21996.6
NUTS III,Área Metropolitana do Porto,2013,Manufacturing,14488,25049.5
NUTS III,Alto Tâmega,2013,Manufacturing,459,22264.2
NUTS III,Tâmega e Sousa,2013,Manufacturing,4622,14402.2
NUTS III,Douro,2013,Manufacturing,1014,19181.3
NUTS III,Terras de Trás-os-Montes,2013,Manufacturing,647,22270.4
NUTS III,Oeste,2013,Manufacturing,2521,22257.1
NUTS III,Região de Aveiro,2013,Manufacturing,3425,28171.5
NUTS III,Região de Coimbra,2013,Manufacturing,2514,35269.8
NUTS III,Região de Leiria,2013,Manufacturing,3094,27705.6
NUTS III,Viseu Dão Lafões,2013,Manufacturing,1462,24590.5
NUTS III,Beira Baixa,2013,Manufacturing,512,27660
NUTS III,Médio Tejo,2013,Manufacturing,1514,24595.6
NUTS III,Beiras e Serra da Estrela,2013,Manufacturing,1304,17735.4
NUTS III,Área Metropolitana de Lisboa,2013,Manufacturing,10252,42794.6
NUTS III,Alentejo Litoral,2013,Manufacturing,405,23527.3
NUTS III,Baixo Alentejo,2013,Manufacturing,651,23527.3
NUTS III,Lezíria do Tejo,2013,Manufacturing,1292,23527.3
NUTS III,Alto Alentejo,2013,Manufacturing,573,23527.3
NUTS III,Alentejo Central,2013,Manufacturing,1014,23527.3
NUTS III,Algarve,2013,Manufacturing,1782,12405.6
NUTS I,Portugal Continental,2014,Mining and quarrying,64529,26941.6
NUTS III,Alto Minho,2014,Mining and quarrying,1611,31616.6
NUTS III,Cávado,2014,Mining and quarrying,4515,19561.6
NUTS III,Ave,2014,Mining and quarrying,5185,22460.8
NUTS III,Área Metropolitana do Porto,2014,Mining and quarrying,14373,25997.6
NUTS III,Alto Tâmega,2014,Mining and quarrying,458,22812.1
NUTS III,Tâmega e Sousa,2014,Mining and quarrying,4736,14988.8
NUTS III,Douro,2014,Mining and quarrying,935,21124.3
NUTS III,Terras de Trás-os-Montes,2014,Mining and quarrying,599,23183.9
NUTS III,Oeste,2014,Mining and quarrying,2510,22130.5
NUTS III,Região de Aveiro,2014,Mining and quarrying,3455,29032.1
NUTS III,Região de Coimbra,2014,Mining and quarrying,2554,30568
NUTS III,Região de Leiria,2014,Mining and quarrying,3067,29867.5
NUTS III,Viseu Dão Lafões,2014,Mining and quarrying,1450,25265.5
NUTS III,Beira Baixa,2014,Mining and quarrying,517,26355.1
NUTS III,Médio Tejo,2014,Mining and quarrying,1552,26043.1
NUTS III,Beiras e Serra da Estrela,2014,Mining and quarrying,1282,18116.5
NUTS III,Área Metropolitana de Lisboa,2014,Mining and quarrying,10027,43263.2
NUTS III,Alentejo Litoral,2014,Mining and quarrying,421,33665.2
NUTS III,Baixo Alentejo,2014,Mining and quarrying,650,19747
NUTS III,Lezíria do Tejo,2014,Mining and quarrying,1305,27802.8
NUTS III,Alto Alentejo,2014,Mining and quarrying,563,20980.1
NUTS III,Alentejo Central,2014,Mining and quarrying,999,23266.9
NUTS III,Algarve,2014,Mining and quarrying,1765,13740.7
NUTS I,Portugal Continental,2014,Construction,80705,18620.8
NUTS III,Alto Minho,2014,Construction,1630,16329.2
NUTS III,Cávado,2014,Construction,2969,21740.2
NUTS III,Ave,2014,Construction,2675,13352.7
NUTS III,Área Metropolitana do Porto,2014,Construction,16808,19022.9
NUTS III,Alto Tâmega,2014,Construction,414,13323.1
NUTS III,Tâmega e Sousa,2014,Construction,1938,11763
NUTS III,Douro,2014,Construction,1048,14553.4
NUTS III,Terras de Trás-os-Montes,2014,Construction,662,14526
NUTS III,Oeste,2014,Construction,1987,13383.7
NUTS III,Região de Aveiro,2014,Construction,2247,15686.4
NUTS III,Região de Coimbra,2014,Construction,5176,17643.2
NUTS III,Região de Leiria,2014,Construction,1912,15136
NUTS III,Viseu Dão Lafões,2014,Construction,1824,14124.4
NUTS III,Beira Baixa,2014,Construction,516,13079.8
NUTS III,Médio Tejo,2014,Construction,1449,12793.2
NUTS III,Beiras e Serra da Estrela,2014,Construction,1291,13439.1
NUTS III,Área Metropolitana de Lisboa,2014,Construction,28734,21515.4
NUTS III,Alentejo Litoral,2014,Construction,471,10052.5
NUTS III,Baixo Alentejo,2014,Construction,584,10640.9
NUTS III,Lezíria do Tejo,2014,Construction,1386,13589.5
NUTS III,Alto Alentejo,2014,Construction,617,12313.9
NUTS III,Alentejo Central,2014,Construction,1115,13979
NUTS III,Algarve,2014,Construction,3252,16470.3
NUTS I,Portugal Continental,2014,Human health and social work activities,1065,45715.5
NUTS III,Alto Minho,2014,Human health and social work activities,52,16333.2
NUTS III,Cávado,2014,Human health and social work activities,34,16333.2
NUTS III,Ave,2014,Human health and social work activities,39,16333.2
NUTS III,Área Metropolitana do Porto,2014,Human health and social work activities,39,16333.2
NUTS III,Alto Tâmega,2014,Human health and social work activities,45,16333.2
NUTS III,Tâmega e Sousa,2014,Human health and social work activities,69,16333.2
NUTS III,Douro,2014,Human health and social work activities,37,16333.2
NUTS III,Terras de Trás-os-Montes,2014,Human health and social work activities,15,16333.2
NUTS III,Oeste,2014,Human health and social work activities,73,28630.9
NUTS III,Região de Aveiro,2014,Human health and social work activities,32,28630.9
NUTS III,Região de Coimbra,2014,Human health and social work activities,64,28630.9
NUTS III,Região de Leiria,2014,Human health and social work activities,150,28630.9
NUTS III,Viseu Dão Lafões,2014,Human health and social work activities,37,28630.9
NUTS III,Beira Baixa,2014,Human health and social work activities,4,28630.9
NUTS III,Médio Tejo,2014,Human health and social work activities,12,28630.9
NUTS III,Beiras e Serra da Estrela,2014,Human health and social work activities,33,28630.9
NUTS III,Área Metropolitana de Lisboa,2014,Human health and social work activities,89,30443
NUTS III,Alentejo Litoral,2014,Human health and social work activities,12,27592.8
NUTS III,Baixo Alentejo,2014,Human health and social work activities,6,143127
NUTS III,Lezíria do Tejo,2014,Human health and social work activities,120,37576.7
NUTS III,Alto Alentejo,2014,Human health and social work activities,12,18284.9
NUTS III,Alentejo Central,2014,Human health and social work activities,49,22023.4
NUTS III,Algarve,2014,Human health and social work activities,42,22250.3
NUTS I,Portugal Continental,2014,"Agriculture, farming, hunting, forestry and fishing",1065,45715.5
NUTS III,Alto Minho,2014,"Agriculture, farming, hunting, forestry and fishing",52,16333.2
NUTS III,Cávado,2014,"Agriculture, farming, hunting, forestry and fishing",34,16333.2
NUTS III,Ave,2014,"Agriculture, farming, hunting, forestry and fishing",39,16333.2
NUTS III,Área Metropolitana do Porto,2014,"Agriculture, farming, hunting, forestry and fishing",39,16333.2
NUTS III,Alto Tâmega,2014,"Agriculture, farming, hunting, forestry and fishing",45,16333.2
NUTS III,Tâmega e Sousa,2014,"Agriculture, farming, hunting, forestry and fishing",69,16333.2
NUTS III,Douro,2014,"Agriculture, farming, hunting, forestry and fishing",37,16333.2
NUTS III,Terras de Trás-os-Montes,2014,"Agriculture, farming, hunting, forestry and fishing",15,16333.2
NUTS III,Oeste,2014,"Agriculture, farming, hunting, forestry and fishing",73,28630.9
NUTS III,Região de Aveiro,2014,"Agriculture, farming, hunting, forestry and fishing",32,28630.9
NUTS III,Região de Coimbra,2014,"Agriculture, farming, hunting, forestry and fishing",64,28630.9
NUTS III,Região de Leiria,2014,"Agriculture, farming, hunting, forestry and fishing",150,28630.9
NUTS III,Viseu Dão Lafões,2014,"Agriculture, farming, hunting, forestry and fishing",37,28630.9
NUTS III,Beira Baixa,2014,"Agriculture, farming, hunting, forestry and fishing",4,28630.9
NUTS III,Médio Tejo,2014,"Agriculture, farming, hunting, forestry and fishing",12,28630.9
NUTS III,Beiras e Serra da Estrela,2014,"Agriculture, farming, hunting, forestry and fishing",33,28630.9
NUTS III,Área Metropolitana de Lisboa,2014,"Agriculture, farming, hunting, forestry and fishing",89,30443
NUTS III,Alentejo Litoral,2014,"Agriculture, farming, hunting, forestry and fishing",12,27592.8
NUTS III,Baixo Alentejo,2014,"Agriculture, farming, hunting, forestry and fishing",6,143127
NUTS III,Lezíria do Tejo,2014,"Agriculture, farming, hunting, forestry and fishing",120,37576.7
NUTS III,Alto Alentejo,2014,"Agriculture, farming, hunting, forestry and fishing",12,18284.9
NUTS III,Alentejo Central,2014,"Agriculture, farming, hunting, forestry and fishing",49,22023.4
NUTS III,Algarve,2014,"Agriculture, farming, hunting, forestry and fishing",42,22250.3
NUTS I,Portugal Continental,2014,Manufacturing,75144,18100.9
NUTS III,Alto Minho,2014,Manufacturing,3344,13055.7
NUTS III,Cávado,2014,Manufacturing,3708,15875.6
NUTS III,Ave,2014,Manufacturing,2776,16192.1
NUTS III,Área Metropolitana do Porto,2014,Manufacturing,10122,22910.6
NUTS III,Alto Tâmega,2014,Manufacturing,750,12624.6
NUTS III,Tâmega e Sousa,2014,Manufacturing,3655,18268.4
NUTS III,Douro,2014,Manufacturing,1416,13740.7
NUTS III,Terras de Trás-os-Montes,2014,Manufacturing,897,11346.2
NUTS III,Oeste,2014,Manufacturing,3252,13324.3
NUTS III,Região de Aveiro,2014,Manufacturing,3297,11669.5
NUTS III,Região de Coimbra,2014,Manufacturing,4302,14203.5
NUTS III,Região de Leiria,2014,Manufacturing,3993,17601.1
NUTS III,Viseu Dão Lafões,2014,Manufacturing,2609,15999
NUTS III,Beira Baixa,2014,Manufacturing,802,13743.9
NUTS III,Médio Tejo,2014,Manufacturing,2286,13257.7
NUTS III,Beiras e Serra da Estrela,2014,Manufacturing,1983,10416.6
NUTS III,Área Metropolitana de Lisboa,2014,Manufacturing,16781,22370.6
NUTS III,Alentejo Litoral,2014,Manufacturing,664,13125.9
NUTS III,Baixo Alentejo,2014,Manufacturing,657,12501.1
NUTS III,Lezíria do Tejo,2014,Manufacturing,1354,13834.3
NUTS III,Alto Alentejo,2014,Manufacturing,602,13086.6
NUTS III,Alentejo Central,2014,Manufacturing,1076,12488.1
